id,Movie Name,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
5956,Dukes of Hazzard. The (2005),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5957,The Chumscrubber (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5958,Junebug (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5959,Deuce Bigalow: European Gigolo (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,Skeleton Key. The (2005),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
5961,Four Brothers (2005),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5962,The Great Raid (2005),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5963,Pretty Persuasion (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5964,Grizzly Man (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5965,Private Resort (1985),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5966,Pusher II: With Blood on My Hands (2004),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5967,Duma (2005),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5968,Animal Farm (1954),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5969,Teahouse of the August Moon. The (1956),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,40-Year-Old Virgin. The (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5971,Red Eye (2005),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5972,Hidden (a.k.a. Cache) (Caché) (2005),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5973,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5974,Kin-Dza-Dza! (1986),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5975,Valiant (2005),0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5976,Brothers Grimm. The (2005),0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
5977,Baxter. The (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5978,Cave. The (2005),1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
5979,Constant Gardener. The (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5980,Transporter 2 (2005),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5981,Just Like Heaven (2005),0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5982,Proof (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5983,Lord of War (2005),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
5984,Cry_Wolf (a.k.a. Cry Wolf) (2005),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
5985,Everything Is Illuminated (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5986,Thumbsucker (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5987,Family Guy Presents Stewie Griffin: The Untold Story (2005),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5988,Police Story 2 (Ging chaat goo si juk jaap) (1988),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5989,New Police Story (Xin jing cha gu shi) (2004),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5990,Go West (1940),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5991,Why We Fight (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5992,Doom (2005),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5993,Domino (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5994,Waiting... (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5995,Aeon Flux (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5996,Frankenstein 90 (1984),0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5997,Unfinished Life. An (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5998,Man. The (2005),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5999,Survive Style 5+ (2004),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
6000,Woyzeck (1979),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6001,Exorcism of Emily Rose. The (2005),0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
6002,Flightplan (2005),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6003,Corpse Bride (2005),0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6004,Green Street Hooligans (a.k.a. Hooligans) (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6005,History of Violence. A (2005),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6006,Oliver Twist (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6007,Greatest Game Ever Played. The (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6008,Capote (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6009,Final Fantasy VII: Advent Children (2004),1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6010,Roll Bounce (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6011,Into the Blue (2005),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6012,MirrorMask (2005),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6013,Wallace & Gromit in The Curse of the Were-Rabbit (2005),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Kiss Kiss Bang Bang (2005),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
6015,Bittersweet Life. A (Dalkomhan insaeng) (2005),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6016,Short Film About Love. A (Krótki film o milosci) (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6017,All This. and Heaven Too (1940),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6018,Darwin's Nightmare (2004),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6019,Beowulf & Grendel (2005),1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6020,No Direction Home: Bob Dylan (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6021,Goal! The Dream Begins (Goal!) (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6022,Wraith. The (1986),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6023,In Her Shoes (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6024,Squid and the Whale. The (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6025,Two for the Money (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6026,Brokeback Mountain (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6027,Elizabethtown (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6028,North Country (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6029,Good Night. and Good Luck. (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6030,Dreamer: Inspired by a True Story (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6031,Proposition. The (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6032,Fog. The (2005),1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6033,Shopgirl (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6034,Stay (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6035,Legend of Zorro. The (2005),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6036,Weather Man. The (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6037,Saw II (2005),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6038,Prime (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6039,Don't Move (Non ti muovere) (2004),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6040,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,Great Yokai War. The (Yôkai daisensô) (2005),0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6042,Manderlay (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6043,Revolver (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6044,Jarhead (2005),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6045,Chicken Little (2005),1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6046,Dead Man's Shoes (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6047,Joyeux Noël (Merry Christmas) (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6048,Night of the Lepus (1972),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6049,Match Factory Girl. The (Tulitikkutehtaan tyttö) (1990),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6050,Sword of the Beast (Kedamono no ken) (1965),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6051,Just Friends (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6052,Syriana (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6053,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6054,Derailed (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6055,Creep (2004),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6056,Pride & Prejudice (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6057,Babylon 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6058,Wolf Creek (2005),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6059,Descent. The (2005),0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6060,Harry Potter and the Goblet of Fire (2005),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6061,Walk the Line (2005),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6062,Rent (2005),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6063,Zathura (2005),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6064,C.R.A.Z.Y. (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6065,Sarah Silverman: Jesus Is Magic (2005),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6066,Breakfast on Pluto (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6067,Ice Harvest. The (2005),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6068,Yours. Mine and Ours (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6069,Libertine. The (2004),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6070,Bird with the Crystal Plumage. The (Uccello dalle piume di cristallo. L') (1970),0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
6071,Match Point (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6072,Paradise Now (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
6073,Chronicles of Narnia: The Lion. the Witch and the Wardrobe. The (2005),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6074,King Kong (2005),1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
6075,Memoirs of a Geisha (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6076,Family Stone. The (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6077,Havoc (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6078,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6079,Room for Romeo Brass. A (1999),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6080,Matador. The (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6081,Wal-Mart: The High Cost of Low Price (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6082,Mozart and the Whale (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6083,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6084,Three Burials of Melquiades Estrada. The (2006),0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6085,Munich (2005),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6086,Producers. The (2005),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6087,Transamerica (2005),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6088,Rumor Has It... (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6089,Cheaper by the Dozen 2 (2005),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6090,Fun with Dick and Jane (2005),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6091,Ringer. The (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6092,Casanova (2005),1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6093,Mrs. Henderson Presents (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6094,Ear. The (Ucho) (1970),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6095,Luxo Jr. (1986),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,Dentist. The (1996),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6097,New World. The (2005),0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6098,Voices of a Distant Star (Hoshi no koe) (2003),0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6099,7 Faces of Dr. Lao (1964),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6100,Samurai Assassin (Samurai) (1965),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6101,Boys of Baraka. The (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6102,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
6103,Grand Theft Parsons (2003),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6104,District 13 (Banlieue 13) (2004),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6105,Hostel (2005),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6106,Grandma's Boy (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6107,Tristan & Isolde (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6108,Glory Road (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6109,Last Holiday (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6110,Hoodwinked! (2005),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6111,Underworld: Evolution (2006),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6112,Looking for Comedy in the Muslim World (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6113,Casper Meets Wendy (1998),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6114,Revolution (1985),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6115,Project A ('A' gai waak) (1983),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6116,Bird People in China. The (Chûgoku no chôjin) (1998),0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
6117,Water (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6118,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6119,World's Fastest Indian. The (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6120,Bandidas (2006),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
6121,Tristram Shandy: A Cock and Bull Story (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6122,Helter Skelter (2004),1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6123,Annapolis (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6124,Big Momma's House 2 (2006),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6125,Nanny McPhee (2005),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6126,Tuskegee Airmen. The (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6127,Final Destination 3 (2006),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6128,Something New (2006),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6129,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6130,Imagine Me & You (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6131,Pink Panther. The (2006),0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6132,Curious George (2006),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6133,Firewall (2006),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6134,When a Stranger Calls (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6135,London (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6136,Freedomland (2006),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6137,Winter Passing (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6138,Eight Below (2006),1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6139,Date Movie (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6140,Running Scared (2006),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6141,Ultraviolet (2006),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
6142,Just My Luck (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6143,Pulse (2006),1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0
6144,16 Blocks (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6145,Failure to Launch (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6146,Ultimate Avengers (2006),1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6147,Ice Age 2: The Meltdown (2006),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6148,Ask the Dust (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6149,V for Vendetta (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6150,She's the Man (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6151,Thank You for Smoking (2006),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6152,Find Me Guilty (2006),0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6153,Inside Man (2006),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6154,Tsotsi (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6155,Aquamarine (2006),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6156,Leprechaun 2 (1994),0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6157,Leprechaun 3 (1995),0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6158,Leprechaun 4: In Space (1997),0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
6159,Lights in the Dusk (Laitakaupungin valot) (2006),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6160,Hills Have Eyes. The (2006),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6161,Shaggy Dog. The (2006),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6162,Unknown White Male (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6163,Lives of Others. The (Das leben der Anderen) (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6164,Youth of the Beast (Yaju no seishun) (1963),1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6165,Take the Lead (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6166,Devil and Daniel Johnston. The (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6167,Mouchette (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6168,Lucky Number Slevin (2006),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6169,Volver (2006),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6170,Akeelah and the Bee (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6171,Brainstorm (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6172,Stay Alive (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6173,Basic Instinct 2 (2006),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
6174,Brick (2005),0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6175,Dead Hate the Living!. The (2000),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6176,Evil Aliens (2005),0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6177,This Film Is Not Yet Rated (2006),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6178,Slither (2006),0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6179,Benchwarmers. The (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6180,Renaissance (2006),1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6181,Go for Zucker! (Alles auf Zucker!) (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6182,Friends with Money (2006),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6183,Reefer Madness: The Movie Musical (2005),0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6184,Candy (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6185,Secrets of a Soul (Geheimnisse einer Seele) (1926),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6186,Child. The (L'enfant) (2005),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6187,9/11 (2002),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6188,Scary Movie 4 (2006),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6189,Hard Candy (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6190,Prairie Home Companion. A (2006),0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6191,Sentinel. The (2006),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6192,Wild. The (2006),0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6193,Silent Hill (2006),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
6194,American Dreamz (2006),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6195,Kinky Boots (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6196,Protector. The (a.k.a. Warrior King) (Tom yum goong) (2005),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6197,Mission: Impossible III (2006),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6198,RV (2006),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6199,United 93 (2006),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6200,Stick It (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6201,American Haunting. An (2005),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
6202,Down in the Valley (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6203,Over the Hedge (2006),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6204,Art School Confidential (2006),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6205,Poseidon (2006),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6206,Da Vinci Code. The (2006),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6207,X-Men: The Last Stand (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6208,Break-Up. The (2006),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6209,Peaceful Warrior (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6210,Cars (2006),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6211,Notorious Bettie Page. The (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6212,Game 6 (2005),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6213,On a Clear Day (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6214,Omen. The (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6215,Nacho Libre (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6216,Lake House. The (2006),0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
6217,Click (2006),0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
6218,Devil Wears Prada. The (2006),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6219,Pirates of the Caribbean: Dead Man's Chest (2006),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
